Šifra artikla,Jedinica mjere ,Naziv artikla,Stanje zaliha,Knjigovodstveno stanje
558075,kom,LEGO-SALON ZA PSIĆE 66170,"0,000","0,000"
558076,kom,LEGO-KAPETAN AMERIKA 68983,"0,000","0,000"
558077,kom,LEGO-TRENING SPINJTZUA 92437,"0,000","0,000"
558078,kom,PLIŠ.IGR.LUTKA C10-12 7800840,"0,000","0,000"
558080,kom,PLIŠ.IGR.ŠEST PRINCEZA C10-6 7800834,"0,000","0,000"
558081,kom,PLIŠ.MIKI I MINI U FARMERU MAL 7800831,"0,000","0,000"
558082,kom,PLIŠ.IGR.MIKI I MINI C-10-1 7800829,"0,000","0,000"
558083,kom,KOFER USPRAVNI LJUBIČASTI (MANITOBA S) 003426723-08,"1,000","1,000"
558088,kom,GT-ŠILJALO+GUMICA U KAPS.MILAN,"0,000","0,000"
558089,kom,GT-ŠILJALO+GUM.U KAPSULI MIX,"13,000","13,000"
558090,kom,GT-ŠILJALO METALNO MILAN,"66,000","66,000"
558091,kom,GT-GUMICA ZA BRISANJE MILAN,"1,000","1,000"
558092,kom,GT-KOREKTOR TRAKA BLISTER,"0,000","0,000"
558093,kom,GT-GEOMETRIJSKI SET,"6,000","6,000"
558094,kom,STAR WARS HM FIGURE 37324,"2,000","2,000"
558102,kom,GT-BOJICE MAPED PEPS 12/1 32123,"64,000","64,000"
558103,kom,GT-FLOMASTER MAPED 12/1 peps 50108,"24,000","24,000"
558104,kom,GT-ALAT ZA LINOREZ EDUCA 3/1 68240,"0,000","0,000"
558105,kom,ROT.TEH.OL.TIKKY 0.5 SIVA 1904704,"0,000","0,000"
558106,kom,BOJANKA BUBAMARA,"1,000","1,000"
558107,kom,BAJKA O PRINCEZAMA SLIKOVNICA (1-10),"10,000","10,000"
558108,kom,ANGRY BIRDS-LJUTE MOZGALICE,"0,000","0,000"
558109,kom,ANGRY BIRDS SLIKOVNICE,"3,000","3,000"
558111,kom,RANAC ŠKOLSKI MAGICAL UNICORN (403-13 BM) 403-13,"0,000","0,000"
558112,kom,RANAC ŠKOLSKI BELMIL  403-13  ASS,"10,000","10,000"
558113,kom,RANAC ŠKOLSKI LUMI EAGLE (404-31ANAT.BM) 404-31,"0,000","0,000"
558114,kom,RANAC ŠKOLSKI BELMIL 405-33  ASS,"7,000","7,000"
558117,kom,RANAC ŠKOLSKI JAGUAR 405-33 (BM) 405-33,"1,000","1,000"
558118,kom,RANAC ŠKOLSKI LITLE FRIEND (GINGER 404-31 BM) 404-31,"1,000","1,000"
558119,kom,PATULJAK VAM PRIČA AS,"1,000","1,000"
558120,kom,DRUŽBA PERE KRVŽICE AS,"0,000","0,000"
558121,kom,KAPETAN DŽON PIPLFOKS AS,"1,000","1,000"
558122,kom,VLAK U SNIJEGU AS,"1,000","1,000"
558123,kom,PRIPOVIJETKE (izbor)ČEHOV AS,"2,000","2,000"
558124,kom,MALI PRINC AS,"1,000","1,000"
558125,kom,IZBOR POEZ.ZA DJECU,"1,000","1,000"
558126,kom,KONJIĆ GRBONJIĆ-RUSKA BAJKL-3,"0,000","0,000"
558128,kom,DOŽIVLJAJI MAČKA TOŠE-4 RAZ.,"0,000","0,000"
558129,kom,ALISA U ZEMLJI ČUDA LEKTIRA 4,"1,000","1,000"
558130,kom,IZBOR IZ POEZIJE I PROZE ZA (DECU DESANKA MAKSIMOVIĆ 4R),"0,000","0,000"
558131,kom,SRPSKE BAJKE LEKTIRA 5RAZRED,"2,000","2,000"
558132,kom,BAJKE IZBOR OLUJIĆ V,"3,000","3,000"
558133,kom,ROBINZON KRUSO VI,"0,000","0,000"
558135,kom,ČUDNOVATE ZGODE ŠEG.HLAPIĆA,"2,000","2,000"
558136,kom,DJEČACI SA UNE -R.RISOJEVIĆ,"2,000","2,000"
558137,kom,VUKOV GAJ -LEKTIRA 7R-KOČIĆ,"1,000","1,000"
558139,kom,HAJDUK STANKO-LEKI 7R-JANKO V.,"0,000","0,000"
558142,kom,IZBOR IZ SAVREMENE SR.P.BIH IX,"1,000","1,000"
558143,kom,IZBOR PRIPOVJEDAKA I.ANDRIĆ,"1,000","1,000"
558144,kom,JAMA LEKTIRA 9R-IVAN.G.KOVAČIĆ,"1,000","1,000"
558145,kom,MARKO KRALJEVIĆ PO II PUT MEĐU,"0,000","0,000"
558146,kom,AUTOBIOGRAFIJA -NUŠIĆ BRANISLA,"0,000","0,000"
558150,kom,SG-VREĆICA 342913 98320,"6,000","6,000"
558151,kom,SG-VREĆICA 341381 31849,"4,000","4,000"
558152,kom,SG-VREĆICA 341671 35147,"5,000","5,000"
558153,kom,SG-VREĆICA 12931,"5,000","5,000"
558154,kom,SG-VREĆICA 12764,"5,000","5,000"
558155,kom,SG-VREĆICA 12795,"0,000","0,000"
558156,kom,SG-VREĆICA 20035,"0,000","0,000"
558158,kom,SG-VREĆICA 38773,"7,000","7,000"
558160,kom,SG-VREĆICA 42563,"4,000","4,000"
558161,kom,SG-KUTIJA ZA NAKIT 08316,"0,000","0,000"
558162,kom,SG-RUBIKOVA KOCKA 33660,"0,000","0,000"
558163,kom,SG-IGRAČKA MOTOR 24033,"4,000","4,000"
558164,kom,SG-BOJANKA SET 32779,"1,000","1,000"
558165,kom,SG-BLOČIĆ BARBI 20912,"0,000","0,000"
558166,kom,SG-DEKORACIJA BUBAMARA 49748,"12,000","12,000"
558169,kom,PČ-BOJANKE IGRAČKE,"1,000","1,000"
558170,kom,PČ-MATEMATIKA 2 90216,"4,000","4,000"
558172,kom,PČ-VEŽBALICA 97963,"2,000","2,000"
558173,kom,PČ-VEŽBALICA 3 97970,"2,000","2,000"
558176,kom,TORBA LAPTOP 1060I 4057,"1,000","1,000"
558177,kom,GT-ŠKARE STAEDTLER 14CM 11277,"9,000","9,000"
558178,kom,LEGO-NAPAD AJKULE 10739 68785,"1,000","1,000"
558180,kom,LEGO-TIE ADVANCED PROTOTYPE (30275) 57487,"1,000","1,000"
558185,kom,LEGO-GO KART RACERS 30314 57333,"0,000","0,000"
558188,kom,LEGO-KOLIBA ZA SKIJALIŠTU (41323) 66552,"0,000","0,000"
558189,kom,LEGO-HULK 41592 69010,"1,000","1,000"
558193,kom,I-SVESKA A5 BLANKO PREMIUM,"49,000","49,000"
558195,kom,FASCIKLA SA GUMICOM A4 83524,"20,000","20,000"
558196,kom,MAKAZE DJECIJE SA ZASTITOM 34135,"20,000","20,000"
558197,kom,ČAŠA ZA KISTOVE FC CLICGO 15174,"10,000","10,000"
558198,kom,PERNICA PRAZNA 2ZIPA PATIO (COOL PACK) 47586,"3,000","3,000"
558200,kom,DNEVNIK PRAKTI.NASTAVE S.Š. (DOMAZET) 53604,"0,000","0,000"
558201,kom,SG-PLOSKA 801 88496,"0,000","0,000"
558204,kom,SG-RAM ZA SLIKE 19466,"0,000","0,000"
558207,kom,SG-RAM ZA SLIKE 30393,"1,000","1,000"
558208,kom,SG-RAM ZA SLIKE 30447,"0,000","0,000"
558209,kom,SG-RAM ZA SALIKE 30454,"0,000","0,000"
558211,kom,SG-RAM ZA SLIKE 30485,"0,000","0,000"
558212,kom,SG-PODMETAČ ZA ČAŠE 06794,"0,000","0,000"
558213,kom,SG-RAM ZA SLIKE 26891,"0,000","0,000"
558215,kom,SG-STALAK ZA NAKIT 08309,"0,000","0,000"
558216,kom,SG-STALAK ZA NAKIT 26389,"0,000","0,000"
558217,kom,SG-STALAK ZA NAKIT 26396,"0,000","0,000"
558218,kom,SG-SAT 21575,"0,000","0,000"
558219,kom,SG-SAT 32335,"0,000","0,000"
558220,kom,SG-PODMETAČ ZA VRUĆE 18551,"0,000","0,000"
558221,kom,SG-BLOČIĆ 32786,"0,000","0,000"
558223,kom,SG-NOTES 28796,"1,000","1,000"
558224,kom,SG-IGR.MINIONSI 23210,"3,000","3,000"
558227,kom,"PLIŠ,IGRAČKA MIKI I MINI U FAR","4,000","4,000"
558228,kom,PLIŠ MACE MALE,"0,000","0,000"
558229,kom,KOFER USPRAVNI MONTSOURIS 55CM (2TOCKA CABIN CRNI) 002365720 00,"0,000","0,000"
558231,kom,KOFER USPRAVNI SA 4 TOČKA (DELSEY MONTMARTREAIR CRV.55CM) 002252801 04,"0,000","0,000"
558232,kom,KOFER USPRAVNI SA 2 TOČKA (DELSEY DAUPHINE3 PLV.55SLIM) 002249723 02,"0,000","0,000"
558233,kom,KOFER USPRAVNI SA ČETIRI TOČKA (DELSEY BELFORT+55CM PLAVI) 003841801 02,"1,000","1,000"
558237,kom,KOFER USPRAVNI SA 4 TOČKA (DELSEY BELMONT ŽUTI 76CM) 003840821 05,"0,000","0,000"
558238,kom,KOFER USPRAVNI SA 4 TOČKA (DELSEY BELMONT ROZI 76CM) 003840821 09,"0,000","0,000"
558241,kom,KOFER USPRAVNI SA 4 TOČKA 31L (DELSEY HELIUMCLASIC2 CRV55CM) 003801803 04,"0,000","0,000"
558245,kom,KOFER USPRAVNI SA 4 TOČKA (DELSEY ULITECL2 CRVENI 55CM) 003246801 04,"1,000","1,000"
558246,kom,KOFER USPRAVNI SA 4 TOČKA (DELSEY ULITECL2 ANTH.60CM) 003246805 01,"1,000","1,000"
558252,kom,TORBA ZA ODIJELO DELSEY CRNA (MONMARTRE PRO  40L) 001244510 00,"0,000","0,000"
558256,kom,TORBA ZA PC DELSEY LEGERE1-CPT (CRNA) 003707600 00,"0,000","0,000"
558263,kom,KATANAC SIGURNOSNI DELSEY (CRNI 3-DIGIT) 003940210 00,"1,000","1,000"
558264,kom,KOZMETIČKI NESESER (DELSEY 7.8X11X5.8/7 CRNI 2 ZIP) 003940152 00,"3,000","3,000"
558265,kom,KOZMETIČKI NESESER (DELSEY 8.3X10.8X3.3 CRNI 2L) 003940153 00,"3,000","3,000"
558269,kom,KOFER USPREVNI SA ČETIRI TOČKA (DELSEY BELFORT+55CM MINT) 003841801 03,"1,000","1,000"
558270,kom,KOFER USPRAVNI SA 4 TOČKA (DELSEY BELFORT+ŽUTI 55CM SLIM) 003841803 15,"1,000","1,000"
558271,kom,KOFER USPRAVNI SA 4 TOČKA (DELSEY BELFORT+ŽUTI 70CM) 003841820 15,"1,000","1,000"
558272,kom,KOFER USPRAVNI SA 4 TOČKA (DELSEY BELFORT+ MINT 70CM) 003841820 03,"1,000","1,000"
558273,kom,KOFER USPRAVNI SA 4 TOČKA (DELSEY BELFORT+ ŽUTI 76CM) 003841821 15,"0,000","0,000"
558274,kom,KOFER USPRAVNI SA 4 TOČKA (DELSEY BELFORT+MINT 76CM) 003841821 03,"0,000","0,000"
558276,kom,KOFER USPRAVNI SA ČETIRI TOČKA (DELSEY BELFORT+ MINT 82CM) 003841830 03,"0,000","0,000"
558280,kom,KOFER USPRAVNI SA 4 TOČKA (DELSEY ULITECL2 CRVENI 60CM) 003246805 04,"2,000","2,000"
558283,kom,KOFER USPRAVNI SA 4 TOČKA (DELSEY TURENNE BEŽ 55CM SLIM) 00162180317,"1,000","1,000"
558297,kom,HEMIJSKA OLOVKA PREMEC CHALK (PURPLE) 10.115.24,"43,000","43,000"
558311,kom,LAMPA U OBLIKU SIJALICE IDEA (BIJELA) 32.052.90,"1,000","1,000"
558315,kom,"SET HEMIJSKA OL,PRIVEZAK ZA (KLJUČEVE I VIZITAR MORIS CRV) 34.152.30","0,000","0,000"
558317,kom,RANAC TRIVAGO SIVI 34.226.11,"1,000","1,000"
558318,kom,RANAC TRIVAGO CRVENI 34.226.30,"1,000","1,000"
558319,kom,PAMUČNA TORBA ZA KUPOVINU (DOVE ZELENA) 34.237.53,"1,000","1,000"
558321,kom,KARTONSKI DRŽAČ ZA OLOVKE SA (NALEPNICAMA BLOCK BIJELI) 34.247.90,"10,000","10,000"
558325,kom,ZVUČNIK METALNI BLAST SREBRNI 37.780.80,"0,000","0,000"
558326,kom,"SKLOPIVI KIŠOBRAN,CRVENI (RUČNO OTVARANJE) 40.040.30","0,000","0,000"
558327,kom,KIŠOBRAN MISTY BIJELI AUTOMAT. 40.041.90,"0,000","0,000"
558336,kom,NOTES SA GUMOM A5 PINO SV.ZEL. 34.232.51,"0,000","0,000"
558339,kom,NOTES SA GUMOM 17X17CM KUNST (SIVI) 34.262.12,"0,000","0,000"
558340,kom,NOTES SA GUMOM 17X17CM KUNST (PLAVI) 34.262.20,"0,000","0,000"
558341,kom,ŠKOLSKI ISTORIJSKU ATLAS 6-9,"3,000","3,000"
558342,kom,MATEMATIČKI SET 1/10 AR80011,"8,000","8,000"
558343,kom,SET RAPIDOGRAFA ARISTO 2/3/5 AR64307,"1,000","1,000"
558344,kom,SG-KUTIJA W5405 VELIKA 21919,"0,000","0,000"
558345,kom,SG-KUTIJA W9059 SG1762 21841,"1,000","1,000"
558346,kom,SG-KUTIJA W5405 SREDNJA,"2,000","2,000"
558347,kom,SG-KUTIJA W5405 MANJA,"1,000","1,000"
558355,kom,TORBA DELTA SIVA 2 TONA 089204 04,"0,000","0,000"
558356,kom,KOFER USPRAVNI SA 4 TOČKA (DELTA L CRVENI) 089249 10,"0,000","0,000"
558357,kom,KOFER USPRAVNI SA 4 TOČKA (DELTA M CRVENI) 089248 10,"0,000","0,000"
558358,kom,KOFER USPRAVNI SA 2 TOČKA (DELTA S CRVENI) 089207 10,"0,000","0,000"
558359,kom,TORBA DELTA CRVENA 089204 10,"0,000","0,000"
558360,kom,KOFER USPRAVNI SA 2 TOČKA (DELTA S PINK) 089207 17,"0,000","0,000"
558361,kom,TORBA DELTA PINK 089204 17,"0,000","0,000"
558362,kom,KOFER USPRAVNI SA 4 TOČKA (DELTA L NAVY) 089249 20,"0,000","0,000"
558363,kom,KOFER USPRAVNI SA 4 TOČKA (DELTA M NAVY) 089248 20,"0,000","0,000"
558364,kom,KOFER USPRAVNI SA 2 TOČKA (DELTA S NAVY) 089207 20,"0,000","0,000"
558365,kom,TORBA DELTA NAVY 089204 20,"1,000","1,000"
558366,kom,KOFER USPRAVNI SA 4 TOČKA (DELTA L PINE GREEN) 089249 81,"0,000","0,000"
558367,kom,KOFER USPRAVNI SA 4 TOČKA (DELTA M PINE GREEN) 089248 81,"0,000","0,000"
558368,kom,KOFER USPRAVNI SA 2 TOČKA (DELTA S PINE GREEN) 089207 81,"0,000","0,000"
558369,kom,TORBA DELTA PINE GREEN 089204 81,"1,000","1,000"
558374,kom,KOFER SA CETIRI TOCKA CAPRI ( L NAVY) 089849 20,"0,000","0,000"
558375,kom,KOFER SA CETIRI TOCKA CAPRI ( M NAVY) 089848 20,"0,000","0,000"
558376,kom,KOFER SA CETIRI TOCKA CAPRI ( S NAVY) 089847 20,"0,000","0,000"
558377,kom,TORBA CAPRI TRAVELITE NAVY 89804 20,"2,000","2,000"
558378,kom,KOFER USPRAVNI SA 4 TOČKA (DELTA M PINK) 089248 17,"0,000","0,000"
558384,kom,KOFER TRAVELITE COLOSSO 4 TOČ. (CRNI S) 071247 01,"0,000","0,000"
558390,kom,TORBA CAPRI CRNA TRAVELITE 89806 01,"1,000","1,000"
558391,kom,TORBA CAPRI PLAVA TRAVELITE89806 20,"1,000","1,000"
558394,kom,TORBA SA TOČKIĆIMA TRAVELITE (ORLANDO PLAVA) 098481 20,"0,000","0,000"
558396,kom,KOFER USPRAVNI SA 2 TOČKA (CABIN XS CRNI) 090226 01,"1,000","1,000"
558397,kom,KOFER USPRAVNI SA 2 TOČKA (CABIN XS ANTHRACITE) 090226 04,"1,000","1,000"
558398,kom,KOFER USPRAVNI SA 2 TOČKA (CABIN XS BORDO) 090226 70,"1,000","1,000"
558399,kom,KOREKTOR U TRACI VICTORIA (5mmX8m) 001110,"13,000","13,000"
558400,kom,POLICA ZA DOKUMENTA VICTORIA (PVC PROVIDNA) 001290,"0,000","0,000"
558408,kom,HEMIJSKA OLOVKA TRIXI PLAVA 10.088.20,"2,000","2,000"
558409,kom,HEMIJSKA OLOVKA TRIXI CRVENA 10.088.30,"0,000","0,000"
558410,kom,HEMIJSKA OLOVKA OSCAR PLAVA 10.091.20,"2,000","2,000"
558413,kom,HEMIJSKA OLOVKA NEXT CRVENA 10.128.30,"50,000","0,000"
558420,kom,NOTES SA GUMOM A5 MERLOT BEŽ (14.4X21.4cm) 34.219.71,"0,000","0,000"
558421,kom,NOTES SA GUMOM ALICANTE A5 (SREBRNI SA GUMOM) 34.266.80,"0,000","0,000"
558422,kom,ROKOVNIK B5 MANILA LJUBIČASTI 60.038.24,"0,000","0,000"
558423,kom,ROKOVNIK B5 ARIZONA SV.BRAON 60.923.72,"0,000","0,000"
558424,kom,ROKOVNIK B5 RIMINI CRVENI 60.938.30,"0,000","0,000"
558425,kom,ROKOVNIK B5 RIMINI SREBRNI 60.938.80,"0,000","0,000"
558426,kom,ROKOVNIK B5 BIZNIS PLAVI 61.901.20,"0,000","0,000"
558427,kom,PLANER LISABON CRVENI 29.5X15 64.004.30,"0,000","0,000"
558430,kom,LEGO-BAGER S UTOVARIVAČEM (10811) 99382,"0,000","0,000"
558431,kom,LEGO-AZARIS MAGIC FAIR 30259 56992,"0,000","0,000"
558432,kom,LEGO-KYLO RENOV KOMANDNI BROD (30279) 08602,"0,000","0,000"
558433,kom,LEGO-FRIENDS ADVENT CALENDAR (41326) 66576,"1,000","1,000"
558435,kom,LEGO-CITY ADVENT CALENDAR 6015 (60155) 66019,"0,000","0,000"
558437,kom,TA-LEPAK U STIKU DELI 15g 70909,"0,000","0,000"
558438,kom,TA-LEPAK U STIKU DELI 20g 70923,"0,000","0,000"
558441,kom,HC-MAGNET BANJALUKA,"11,000","11,000"
558442,kom,HC-PODMETAČI SA MOTIVIMA,"2,000","2,000"
558443,kom,HC-KUTIJA VEĆA 1,"0,000","0,000"
558445,kom,HC-KUTIJA MANJA KP2,"0,000","0,000"
558446,kom,HC-KUTIJA SREDNJA KP3,"1,000","1,000"
558447,kom,HC-KUTIJA VEĆA KP1,"3,000","3,000"
558448,kom,HC-KUTIJA ZA ĆOKANČIĆE SA MOT.,"1,000","1,000"
558449,kom,HC-ROKOVNIK SCRAPART VELIKI,"4,000","4,000"
558450,kom,HC-ROKOVNIK SCRAPART MANJI,"0,000","0,000"
558452,kom,HC-RAM SA MOTIVIMA VEĆI,"0,000","0,000"
558453,kom,HC-RAM SA MOTIVIMA MANJI,"1,000","1,000"
558454,kom,HC-FLAŠA SA MOTIVIMA VEĆA,"2,000","1,000"
558456,kom,HC-SAT SA MOTIVOM 35CM,"2,000","2,000"
558457,kom,M-1/43 STREET FIRE DISPENSER 00006,"1,000","1,000"
558458,kom,M-1/64 ASST 00001,"2,000","2,000"
558459,kom,M-1/32 STREET FIRE DISPENSER 00000,"1,000","1,000"
558460,kom,M-1/18 CYCLE DISPENSER 10009,"5,000","5,000"
558461,kom,M-BB GARAŽA SA 1 AUTOM 00396,"0,000","0,000"
558464,kom,M-R/C 1/24 AUTO ASST 1 12184,"0,000","0,000"
558465,kom,M-R/C 1/14 AUTO ASST 1 12214,"1,000","1,000"
558466,kom,M-R/c 1/24 AUTO ASST 3 13624,"1,000","1,000"
558467,kom,M-ČOVJEČE NE LJUTI SE 20608,"7,000","7,000"
558468,kom,M-SLIKOVNICE BAJKE 59794,"7,000","7,000"
558469,kom,M-BOJANKA 07784,"7,000","7,000"
558470,kom,M-MINI SLIKOVNICE ASST 62101,"3,000","3,000"
558471,kom,M-PUZZLE 250 97115,"0,000","0,000"
558472,kom,M-PUZZLE 24 MAXI 36565,"1,000","1,000"
558475,kom,M-PL740 ISTORIJA EDUKATIVNA (IGRA) 10019,"0,000","0,000"
558477,kom,M-PL128 PLAY LAND DOBRODOŠLI (U SRBIJU) 12778,"0,000","0,000"
558478,kom,M-PL169 PLAY LAND PRONAĐI SVOJ (TALENT) 07866,"0,000","0,000"
558482,kom,M-PL304 PLAY LAND BROJANJE (VOĆA) 07941,"1,000","1,000"
558483,kom,M-PL305 PLAY LAND CVJETOMANIJA 07958,"1,000","1,000"
558484,kom,M-PL306 PLAY LAND KUKURIKU 07965,"0,000","0,000"
558487,kom,M-PL204 PLAY LAND MAJMUNČIĆI 07767,"1,000","1,000"
558488,kom,"M-2822,28076 PTICA KOJA PEVA 80768","0,000","0,000"
558490,kom,M-LS1909 ZGRABI KOST 10065,"0,000","0,000"
558491,kom,M-DI1410 BEBA 33CM SET SA JAKN 82582,"0,000","0,000"
558492,kom,M-ME56152 SHOPKINS KUHINJA SET 61522,"0,000","0,000"
558493,kom,M-53378 NERF NSTIKE FIRESTRIKE (BLASTER) 61335,"0,000","0,000"
558494,kom,M-A1690 NERF PIŠTOLJ TRIAD EX3 93749,"0,000","0,000"
558495,kom,M-YL014 DRUŠTVENA IGRA DEMINAT 76043,"1,000","1,000"
558496,kom,M-NOGOMETNI SET 013501 13501,"1,000","1,000"
558497,kom,M-IGRA SPASI LJKUBIMCA 037965 37965,"0,000","0,000"
558498,kom,M-GITARA 038771 38771,"0,000","0,000"
558500,kom,M-SET ZA IGRU /96 33486,"0,000","0,000"
558502,kom,M-ROBOT SET 036173 36173,"0,000","0,000"
558503,kom,M-VATROGASNO VOZILO SET 040781 40781,"0,000","0,000"
558504,kom,M-ZABAVNA IGRA GUARDIAN 38160,"0,000","0,000"
558505,kom,M-VATROGASNI SET 050704 50704,"0,000","0,000"
558507,kom,M-SET ZA DJEVOJČICE 40118,"0,000","0,000"
558508,kom,M-KAMION KONTEJNER SET 41825,"0,000","0,000"
558510,kom,M-KOCKE 100 KOM 51305,"0,000","0,000"
558511,kom,M-IGRA BACANJE PRSTENOVA 05011 (7) 50117,"0,000","0,000"
558512,kom,M-BUBNJEVI 50964,"1,000","1,000"
558514,kom,M-BLAGAJNA SET 51121,"0,000","0,000"
558515,kom,M-SET ZA CURICE 051190 51190,"0,000","0,000"
558516,kom,M-AUTO SA KOCKICAMA 50391,"1,000","0,000"
558518,kom,M-IGRA BALLOON 50582,"0,000","0,000"
558520,kom,M-FASHION MIKROFON 050605 50605,"0,000","0,000"
558521,kom,M-DJEČJI SET-SOCCER GAME 08477,"0,000","0,000"
558523,kom,M-AVION 050865 50865,"0,000","0,000"
558524,kom,M-SET ZA CURICE 050100 50100,"0,000","0,000"
558525,kom,M-VESELI BOMBON 049890 49890,"2,000","2,000"
558526,kom,M-BAGER 051060 51060,"0,000","0,000"
558527,kom,M-BAGER GUSJENIČAR 051077 51077,"0,000","0,000"
558528,kom,M-ŽIVOTINJSKI SET 6KOM 50629,"0,000","0,000"
558529,kom,RX-IGR.SET SA ZVUKOM 00189,"0,000","0,000"
558530,kom,RX-IGR.USISIVAČ 71981,"0,000","0,000"
558531,kom,RX-KARTE REMI 77288,"6,000","6,000"
558532,kom,RX-ZVIŽDALJKA 23484,"10,000","10,000"
558533,kom,RX-BLOČIĆ NOTEPAD EURO 100LIS 59027,"0,000","0,000"
558534,kom,RX-BOCA ZA PIĆE 19862,"0,000","0,000"
558535,kom,RX-BOCA ZA PIĆE 57894,"0,000","0,000"
558536,kom,RX-IGR.AUTIĆ SPASITELJ NA CEST (I) 00759,"1,000","1,000"
558537,kom,RX-IGR.KAMION KONSTRUKTOR ZVUK 76481,"0,000","0,000"
558538,kom,RX-IGR.PLIŠANE ŽIVOTINJE SA (ZVUKOM) 76214,"0,000","0,000"
558539,kom,RX-IGR.AUTO CROOSS CONTRY 72056,"2,000","2,000"
558540,kom,RX-IGR.AUTIĆ VATROGASAC (ZVUK&SVIJETLO) 76467,"0,000","0,000"
558541,kom,SG-VREĆICA NG337342 73925,"0,000","0,000"
558542,kom,SG-VREĆICA NG33759 74021,"0,000","0,000"
558543,kom,SG-VREĆICA NG337398 74274,"0,000","0,000"
558544,kom,SG-VREĆICA NG337491 78623,"0,000","0,000"
558545,kom,SG-VODENA KUGLA NG 87050,"0,000","0,000"
558546,kom,SG-VODENA KUGLA NG 28645,"0,000","0,000"
558547,kom,SG-VODENA KUGLA NG 87074,"0,000","0,000"
558548,kom,SG-DJED MRAZ 56.1359 23493,"0,000","0,000"
558549,kom,SG-DJED MRAZ 45CM 26162,"0,000","0,000"
558550,kom,SG-BOŽIĆNA ZVIJEZDA 55072,"0,000","0,000"
558551,kom,SG-BOŽIĆNA ZVIJEZDA 55089,"0,000","0,000"
558552,kom,SG-LEPTIRIĆI 10CM SJAJ 61036,"0,000","0,000"
558553,kom,SG-KUTIJA UKRAS 13682,"0,000","0,000"
558554,kom,SG-DJED MRAZ VELIKI 17653,"0,000","0,000"
558555,kom,SG-VREĆICA NG337396 74250,"0,000","0,000"
558556,kom,SG-VREĆICA 35015,"0,000","0,000"
558557,kom,SG-DEKORATIVNA BEBA 10/1 28161,"4,000","4,000"
558558,kom,SG-DEKORATIVNO SRCE 28154,"0,000","0,000"
558559,kom,SG-ČESTITKE 03304,"2,000","2,000"
558560,kom,SG-IGRA.DRVENA 34247,"0,000","0,000"
558561,kom,SG-KUTIJA 21957,"0,000","0,000"
558562,kom,SG-PAPIR 70X200CM DISNEY 04131,"4,000","4,000"
558563,kom,SG-OGLEDALO 25436,"7,000","7,000"
558564,kom,SG-ALBUM 07463,"0,000","0,000"
558565,kom,STY-KARTON FOTO A4 1/1,"202,000","202,000"
558566,kom,LEPAK U STIKU 8G,"26,000","26,000"
558567,kom,KOREKTOR U TRACI,"0,000","0,000"
558583,kom,HAJDUK IZ BEOGRADA,"2,000","2,000"
558584,kom,HAJDUK NA DUNAVU,"2,000","2,000"
558585,kom,HAJDUK PROTIV VETRENJAČA,"2,000","2,000"
558586,kom,HAJDUK OSTAJE HAJDUK,"2,000","2,000"
558587,kom,HAJDUK ČUVA DOMOVINU,"2,000","2,000"
558588,kom,DOŽIVLJAJI JULIJANE,"2,000","2,000"
558589,kom,PRIČE O ČAROBNJAKU MERLINU,"2,000","2,000"
558590,kom,BILO JEDNOM A SADA SU BAJKE,"2,000","2,000"
558591,kom,BAJKE ANDERSEN,"1,000","1,000"
558592,kom,BAJKE BRAĆA GRIM,"0,000","0,000"
558593,kom,MALA PRINCEZA PESAMA J.J.ZMAJ,"1,000","1,000"
558594,kom,NAJLJEPŠE BASNE,"0,000","0,000"
558595,kom,KOFER KLINKA,"2,000","2,000"
558596,kom,MALE NEVALJALE,"2,000","2,000"
558597,kom,VINSKI SET 3 DIJELA KOŽA,"2,000","2,000"
558598,kom,VINSKI SET 5 DIJELOVA 70232,"0,000","0,000"
558600,kom,VINSKI SET DIONIS,"2,000","2,000"
558602,kom,KOREKTOR U TRACI 8M BLISTER 457,"0,000","0,000"
558603,kom,ORGANIZER 3U1 MREŽA CRNI 529,"0,000","0,000"
558604,kom,ORGANIZER 3U1 MREŽA SIVI 529,"0,000","0,000"
558605,kom,"MAKAZE ŠKOLSKE GUMENA DRŠKA, (ERGONOMSKE) 694","34,000","34,000"
558606,kom,HEFTALICA METALNA RUČNA (KORISTI MUNICIJU 24/6 20L) 1186,"0,000","0,000"
558607,kom,"BUŠAČ AKATA 2 RUPE 1192MAS (KAPAC.20L,SA GRANIČNIKOM) 1192","0,000","0,000"
558608,kom,"BUŠAČ AKATA 2 RUPE 1194MAS (KAPAC.30L,SA GRANIČNIKOM) 1194","3,000","3,000"
558609,kom,ATAŠE MAPA A4 PVC 4102 MAS (PLAVA) 4102,"4,000","4,000"
558610,kom,"KALKULATOR ELECTRONIC DUAL MEM (12DIGIT,187X137MM MAS) 6904","2,000","2,000"
558611,kom,STALAK ZA SELOTEJP 33M MAS (ENJOY) 596,"9,000","9,000"
558612,kom,ORGANAJZER STONI PLASTIČNI MAS (TRENDY SA SELOTEJPOM PVC PROV) 812,"2,000","2,000"
558613,kom,INDEX 1/5 BOJA  1620 MAS 1620,"0,000","0,000"
558614,kom,INDEX 1/10 BOJA 1622 MAS 1622,"5,000","5,000"
558615,kom,HC-VJEČNI KALENDAR SA MOTIVIMA,"3,000","3,000"
558617,kom,HC-NOVOGOD.UKRASI VEĆI,"0,000","0,000"
