Šifra artikla,Jedinica mjere ,Naziv artikla,Stanje zaliha,Knjigovodstveno stanje
947891,kom,SG-IGRAČKA SG792,"1,000","1,000"
947892,kom,SG-BOJANKA  SG1873,"3,000","3,000"
947893,kom,SG-BOJANKA STIKER,"6,000","6,000"
947894,kom,SG-ŠKOLSKI SET,"0,000","0,000"
947895,kom,SG-BLOČIĆ,"20,000","20,000"
947896,kom,SG-RUBIKOVA KOCKA,"1,000","1,000"
947897,kom,SG-VREĆICA,"4,000","4,000"
947898,kom,SG-VREĆICA 35060,"10,000","10,000"
947899,kom,SG-VREĆICA 35077,"4,000","4,000"
947900,kom,SG-VREĆICA 35084,"6,000","6,000"
947901,kom,SG-VREĆICA,"12,000","12,000"
947903,kom,KC-MJEHURIĆI 60ML43697,"28,000","28,000"
947907,kom,KC-MAGIČNI UMETAK 32806,"2,000","2,000"
947908,kom,KC-PIŠTOLJ EXCEL 03192,"0,000","0,000"
947909,kom,KC-PIŠTOLJ EXCEL 00993,"1,000","1,000"
947910,kom,KC-SVIJETLEĆI OBLICI 44588,"1,000","1,000"
947911,kom,KC-MJESEC NA POTEZ 40221,"1,000","1,000"
947912,kom,KC-KSILOFON 10699,"0,000","0,000"
947913,kom,KC-KOCKE PUZZLE 24399,"3,000","3,000"
947914,kom,KC-POSUĐE PIRAMIDA 46421,"1,000","1,000"
947915,kom,KC-AUTOTELEFON BABY 38655,"1,000","1,000"
947916,kom,KC-ČOVJEČE NE LJUTI SE 14895,"2,000","2,000"
947917,kom,KC-IGRA DETEKTIV 14857,"0,000","0,000"
947918,kom,KC-IGR.SASTAVI RIJEČ 20483,"2,000","2,000"
947919,kom,KC-ŠAH  25X25 38976,"1,000","1,000"
947920,kom,KC-PLIŠ ZVEČKA 50008,"1,000","1,000"
947921,kom,KC-PLASTELIN PRESA SET 45134,"0,000","0,000"
947922,kom,KC-PLASTELIN TUBE SET 47763,"1,000","1,000"
947923,kom,KC-ŽIVOTINJE DOMAĆE 36026,"1,000","1,000"
947924,kom,KC-ŽIVOTINJE  DINOSAURUSI 43895,"1,000","1,000"
947925,kom,KC-LUTKA PRINCES 38211,"1,000","1,000"
947926,kom,KC-BEBA SET U BANJICI 48074,"1,000","1,000"
947927,kom,KC-DOKTOR SET MALI 50565,"1,000","1,000"
947928,kom,KC-KONJ PONY HAPPY 48418,"2,000","2,000"
947929,kom,KC-PIŠTOLJ POP BALL 10316,"0,000","0,000"
947930,kom,KC-VOZILA GRAĐEVINSKA 40351,"0,000","0,000"
947931,kom,KC-KAMION BABY 41839,"8,000","8,000"
947932,kom,KC-VOZILA NA SASTAVLJANJE 47442,"0,000","0,000"
947933,kom,KC-KAUBOJ SET+ ŠEŠIR 25297,"2,000","2,000"
947934,kom,KC-KAUBOJ PIŠTOLJ SET 36798,"1,000","1,000"
947935,kom,KC-GUSAR-PIRAT SET 50510,"0,000","0,000"
947936,kom,KC-POLICIJA SET  50480,"0,000","0,000"
947937,kom,KC-PUŠKA SNAJPER 31311,"0,000","0,000"
947938,kom,KC-POLICIJA SET 43215,"0,000","0,000"
947939,kom,KC-ALAT SET+KACIGA 51159,"1,000","1,000"
947940,kom,KC-BALONI,"0,000","0,000"
947965,kom,KR-MUŠKA TORBA 928,"0,000","0,000"
947966,kom,KR-MUŠKA TORBA 935,"1,000","1,000"
947967,kom,"ROLER SUPER GEL 0,5 PLAVA ČEP","26,000","26,000"
947972,kom,I-SVESKA A4 SK MP KIMMIDOLL,"49,000","49,000"
947975,kom,BLOK ZA BELEŠKE A6 SPIRALA SK,"13,000","13,000"
947976,kom,NALIV PERO URBAN CT PARKER CRNO MAT1931592,"0,000","0,000"
947977,kom,NALIV PERO IM GT PARKER CRNO 1931645,"0,000","0,000"
947978,kom,HEM.OL.IM GT PARKER CRNA 1931666,"0,000","0,000"
947979,kom,NALIV PERO METALIC BRUŠENO IM GT PARKER 1931649,"0,000","0,000"
947980,kom,HEM.OL.METALIC BRUŠ.IM GT PARKER 1931670,"0,000","0,000"
947981,kom,HEM.OL.PROHROM JOTTER CT PARKER 1953170,"0,000","0,000"
947982,kom,HEM.OL.PROHROM JOTTER GT PARKER,"0,000","0,000"
947983,kom,HEM.OL.CRNA BOND JOTTER GT PARKER 1953184,"0,000","0,000"
947984,kom,HEM.OL.CRV.KENSINGTON JOTTER CT PARKER 1953187,"0,000","0,000"
947985,kom,HEM.OL.PLAVO ROJAL JOTTER CT PARKER 1953186,"0,000","0,000"
947987,kom,PAR-NALIV PERO VECTOR BIJELO 2025455,"5,000","5,000"
947988,kom,STY-DRVENE BOJICE 1/24 TROUG.26004,"21,000","21,000"
947989,kom,"STY-FINOGRAF 0,4MM 5 BOJA 32610","19,000","19,000"
947990,kom,STY-GUMICA ZA BRISANJE 64X20X15MM 34081,"59,000","59,000"
947991,kom,STY-GUMICA ZA BRISANJE 65X37MM OVALNA 34087,"60,000","60,000"
947992,kom,STY-GRAFITNE OLOVKE SET 4 DIJELA 37145,"27,000","27,000"
947993,kom,"STY-SIGNIR KOSI VRH 4 KOM,3BOJE 65550","2,000","2,000"
947994,kom,MARKER FLIPCHART 1-3MM CRVENI  NICEDAY,"18,000","18,000"
947995,kom,MARKER FLIPCHART 1-3MM PLAVI  NICEDAY 1643522,"20,000","20,000"
947998,kom,KOFER USPRAVNI SA 4 TOČKA BIELA 76CM CRVENI,"0,000","0,000"
947999,kom,KOFER  USPRAVNI DELSEY CLAVA SIVA L,"0,000","0,000"
948000,kom,KOFER USPRAVNI DELSEY CLAVA SIVA M,"0,000","0,000"
948001,kom,KOFER USPRAVNI DELSEY CLAVA SIVA S,"0,000","0,000"
948002,kom,KOFER USPRAVNI DELSEY CLAVA TEGET L,"0,000","0,000"
948003,kom,KOFER USPRAQVNI DELSEY CLAVA TEGET M,"0,000","0,000"
948004,kom,KOFER USPRAVNI DELSEY CLAVA TEGET S,"0,000","0,000"
948015,kom,"TORBA ZA LAPTOP DELSEY ESPLANADE ANTRAZIT 15,6""","0,000","0,000"
948016,kom,TORBA ZA LAPTOP DELSEY ESPLANADE SIVA,"1,000","1,000"
948019,kom,RANAC ŽENSKI DELSEY ESPLANADE 1/2 CRNI,"1,000","1,000"
948021,kom,RX-IGR.NOGOMETNA LOPTA 21873,"1,000","1,000"
948022,kom,RX-LOPTA NOGOMETNA  BIJELA 78622,"3,000","3,000"
948023,kom,RX-KARTE MAĐARICE 77264,"1,000","1,000"
948024,kom,RX-IGRAČ.VILA ZA SKLAPANJE 01247,"1,000","1,000"
948025,kom,RX-IGR.PLIŠANI MEDO 100CM 76375,"0,000","0,000"
948026,kom,RX-MASA ZA OBLIKOVANJE 10480,"2,000","2,000"
948027,kom,RX-PIŠTOLJ SA METCIMA LOPTICAMA 83918,"0,000","0,000"
948028,kom,RX-TRAKTOR HAPPY FARM 29848,"0,000","0,000"
948029,kom,RX-LJIGAVAC BAČVICA 77297,"1,000","1,000"
948030,kom,RX-TRAKTOR METAL 70502,"1,000","1,000"
948031,kom,RX-LJIGAVAC SA SURLOM 77280,"0,000","0,000"
948032,kom,RX-BAČVICVA SA ŠLAJMIJEM I ŽIVOTINJAMA 77303,"0,000","0,000"
948033,kom,RX-TRAKTOR GRADITELJ  76610,"0,000","0,000"
948034,kom,RX-AUTIĆ SPASITELJ NA CESTI 76474,"2,000","2,000"
948037,kom,"ETIKETA SAMOL.A4 105X42,3","0,000","0,000"
948043,kom,RX-DRVENA IGRAČKA,"0,000","0,000"
948044,kom,RX-KERAMIČKA KASICA PRASICA 78094,"4,000","4,000"
948045,kom,RX-FRIZBI 37151,"3,000","3,000"
948046,kom,RX-SET ALATA 52588,"2,000","2,000"
948047,kom,RX-MODNA LUTKA 53895,"2,000","2,000"
948048,kom,RX-DRVENI STALAK ZA CRTANJE 08757,"3,000","3,000"
948049,kom,RX-MEDO PLIŠANI 16634,"0,000","0,000"
948050,kom,RX-KAMION KONSTRUKTOR 76481,"0,000","0,000"
948090,kom,"TA-ROLER V5 HI-TECPOINT 0,5 PLAVI","7,000","7,000"
948099,kom,"TEMPERA AERO 7,5ml ,1/14 U PVC KUTIJI ART.205","19,000","19,000"
948100,kom,"TEMPERA AERO 7,5ML ,1/12 KART.PAK.ART 212","33,000","33,000"
948101,kom,"TEMPERA AERO 7,5ML,1/6 U KART.PAK. ART213","23,000","23,000"
948102,kom,"VODENE BOJE AERO 30MM,1/12 U LIM.KUT.(BIJELA TEMP.+KIST)","30,000","30,000"
948105,kom,"KOŽNA TORBICA 1060N BRAON,CRNA","0,000","0,000"
948107,kom,BIC-KIDS VISA FLOMASTERI,"4,000","4,000"
948108,kom,BIC-HEM.OL.CRIS.MED 01060,"50,000","50,000"
948109,kom,BIC-ROUND STICK 860,"2,000","2,000"
948117,kom,KR-ŽENSKA TORBA 905,"1,000","1,000"
948118,kom,KR-ŽENSKA TORBA 903A,"2,000","2,000"
948119,kom,KR-ŽENSKA TORBA  901,"1,000","1,000"
948120,kom,KR-MUŠKA TORBA 940,"1,000","1,000"
948122,kom,DRVENE BOJICE AERO 1/24 +ŠESTAR GRATIS,"35,000","35,000"
948123,kom,GRAFITNA OLOVKA AERO HB JOURNAL,"77,000","77,000"
948124,kom,GRAFITNA OLOVKA AERO 2B JOURNAL,"77,000","77,000"
948125,kom,ETIKETE  SAMOLEPLJIVE 105X48,"0,000","0,000"
948126,kom,"ROT.TEH.OL.TIKKY NOVA 0,5 LJUBIČASTA","36,000","36,000"
948128,kom,NALIV PERO CROSS SMOOTH TOUCH TOWNSEND AT0046-30MS,"2,000","2,000"
948129,kom,HEMIJSKA OLOVKA CROSS BEVERLY SATIN CHROME AT0492-10,"0,000","0,000"
948130,kom,ROLER CROSS BEVERLY SATIN HROM AT0495-10,"0,000","0,000"
948131,kom,HEMIJSKA OLOVKA CRNA CROSS TOWNSEND AT0042-4,"1,000","1,000"
948132,kom,ROLER CROSS BEVERLY LACQUER AT0492-11,"0,000","0,000"
948133,kom,NALIV POERO CROSS CENTUR GOLD POZLATA AT0086-75MF,"1,000","1,000"
948162,kom,SG-FRIZBI,"0,000","0,000"
948163,kom,SG-REKET BARBI 19934,"0,000","0,000"
948164,kom,SG-REKET SET 31133,"0,000","0,000"
948165,kom,SG-AVIONI 94381,"1,000","1,000"
948166,kom,SG-KREATIVNI SET 23883,"1,000","1,000"
948167,kom,SG-KREATIVNI SET 33028,"1,000","1,000"
948168,kom,SG-KREATIVNI SET 33011,"1,000","1,000"
948170,kom,SG-KREATIVNI SE 32826,"1,000","1,000"
948171,kom,SG-KREATIVNI SET 32796,"0,000","0,000"
948172,kom,SG-KREATIVNI SET 32475,"1,000","1,000"
948173,kom,SG-KREATIVNI SET 32437,"0,000","0,000"
948174,kom,SG-KREATIVNI SET 32390,"0,000","0,000"
948175,kom,SG-KREATIVNI SET 32369,"1,000","1,000"
948176,kom,SG-KREATIVNI SET TORBICA 32338,"1,000","1,000"
948178,kom,SG-SPOMENAR VIOLETA 32670,"0,000","0,000"
948179,kom,SG-RAM ZA SLIKU 00358,"2,000","2,000"
948180,kom,SG-BOCA 51329,"3,000","3,000"
948181,kom,"DE-FASCIKLA A4 2,5CM S GUMOM 32355","1,000","1,000"
948182,kom,DE-GEL OLOVKA TATTOO 26652,"12,000","12,000"
948183,kom,"A-SVESKA A5 DIKTO, 48 LISTA,  GEL/LAK","86,000","86,000"
948184,kom,"A-SVESKA A5 SK, 48 LISTA, GEL/LAK","115,000","115,000"
948185,kom,"A-SVESKA A5 BLANKO, 48 LISTA, GEL/LAK","142,000","142,000"
948187,kom,"GEL OLOVKA O,5 PLAVA 10541","0,000","0,000"
948188,kom,NJEMAČKI JEZIK ZA 6.RAZRED + CD,"2,000","2,000"
948189,kom,RADNA SVESKA ZA NJEMAČKI 6. RAZRED,"4,000","4,000"
948197,kom,KOFER SA 4TOČKA DELSEY TURENNE 65CM PAEONY,"0,000","0,000"
948198,kom,KOFER SA 4 TOČKA DELSEY TURENNE 65CM BEIGE,"1,000","1,000"
948199,kom,KOFER SA 4TOČKA DELSEY TURENNE 75CM PAEONY,"1,000","1,000"
948201,kom,NESESER DELSEY CHATELET AIR TOTE -CHOCOLATE,"1,000","1,000"
948203,kom,TORBA DELSEY CHATELET AIR CAB.48H TOTE CHOCOLATE,"1,000","1,000"
948204,kom,TORBA DELSEY CHATELET AIR CAB 48H TOTE ANGORA,"1,000","1,000"
948209,kom,KOFER SA 4 TOČKA DELSEY CHATELET AIR 67 TR CASE CHOCOLATE,"0,000","0,000"
948211,kom,KOFER SA 4 TOČKA DELSEY CHATELET AIR 67 TR CASE TERRA COTTA,"1,000","1,000"
948212,kom,KOFER SA 4TOČKA DELSEY CHATELET AIR 77 TR CASE CHOCOLATE,"1,000","1,000"
948217,kom,KOFER SA4TOČKA SHOOTING STAR S ROSE TITAN 828406 15,"0,000","0,000"
948218,kom,KOFER USPRAVNI  SA 4TOČKA DELSEY MONTROUGE 55 CAB CRNI,"1,000","1,000"
948219,kom,KOFER USPRAVNI SA 4 TOČKA DELSEY MONTROUGE 55 CAB RED,"0,000","0,000"
948220,kom,KOFER USPRAVNI SA 4TOČKA DELSEY MONTROUGE 68 CRNI,"1,000","1,000"
948221,kom,KOFER USPRAVNI SA 4TOČKA DELSEY MONTROUGE68CM RED,"1,000","1,000"
948222,kom,TORBA ZA PC  DELSEY MONTROUGE CRNA,"0,000","0,000"
948223,kom,TORBA ZA PC DELSEY MONTROUGE CRVENA,"1,000","1,000"
948224,kom,TORBA REPORTER MONTROUGE TOTE CRNI,"0,000","0,000"
948225,kom,TORBA REPORTER DELSEY MONTROUGE CRVENA,"1,000","1,000"
948226,kom,TORBA DELSEY MONTROUGE TOTE BTY CRNA,"1,000","1,000"
948227,kom,TORBA DELSEY MONTROUGE TOTE BTY CRVENA,"0,000","0,000"
948228,kom,NESESER DELSEY MONTROUGE CRNI,"1,000","1,000"
948229,kom,NESESER DELSEY MONTROUGE CRVENI,"0,000","0,000"
948234,kom,KOFER USPRAVNI SA 4TOČKA DELSEY MONCEY 70 TROLLEY DARK BEIGE,"0,000","0,000"
948235,kom,KOFER USPRAVNI SA TOČKA DELSEY MONCEY 82 TROL DARK BEIGE,"0,000","0,000"
948251,kom,KOFER  SA 4TOČKA DELSEY SCHEDULE 2 53 SLIM CHESTNUT,"1,000","1,000"
948252,kom,KOFER SA 4TOČKA DELSEY SCHEDULE 2 66 TROLLEY CHESTNUT,"1,000","1,000"
948253,kom,KOFER SA 4 TOČKA DELSEY SCHEDULE 2 76 TROLLEY CHESTNUT,"1,000","1,000"
948255,kom,KOFER USPRAVNI DELSEY MALOTI 68 4W ANTHRACITE,"0,000","0,000"
948256,kom,KOFER USPRAVNI  DELSEY MALOTI 68 4W BROWN,"1,000","1,000"
948257,kom,KOFER USPRAVNI DELSEY MALOTI 78 4W ANTHRACITE,"0,000","0,000"
948258,kom,KOFER USPRAVNI  DELSEY MALOTI 78 4W BROWN,"0,000","0,000"
948266,kom,TORBA ZA LAPTOP NA RAME DELSEY ESPLANADE 2-CPT T.CRNA,"0,000","0,000"
948267,kom,TORBA DELSEY ESPLANADE BUS SHOPPING ANTHRACITE,"0,000","0,000"
948269,kom,TORBA DELSEY ESPLANADE BUS SHOPPING T.CRNA,"1,000","1,000"
948270,kom,TORBA ZA PC DELSEY ESPLANADE   ANTHRACITE,"1,000","1,000"
948271,kom,TORBA ZA PC DELSEY ESPLANADE T.CRNA,"1,000","1,000"
948276,kom,TORBICA DELSEY PICPUS CRNA,"3,000","3,000"
948277,kom,TORBICA DELSEY PICPUS CRNA,"4,000","4,000"
948279,kom,TORBICA DELSEY MINI PICPUS CRNA,"2,000","2,000"
948281,kom,"TORBICA DELSEY  MESSENGER 12,9"" PICPUS CRNA","1,000","1,000"
948303,kom,KOFER USPRAVNI SA 4TOČKA DELSEY TURENNE 55 SLIM CRNI,"0,000","0,000"
948304,kom,KOFER USPRAVNI SA 4TOČKA DELSEY TURENNE 55 SLIM SILVER,"1,000","1,000"
948305,kom,KOFER SA 4TOČKA DELSEY TURENNE 65 TROLLEY CRNI,"0,000","0,000"
948306,kom,KOFER SA 4TOČKA DELSEY TURENNE 65 TROLLEY SILVER,"1,000","1,000"
948307,kom,KOFER USPRAVNI SA 4TOČKA DELSEY TURENNE 70 CRNI,"0,000","0,000"
948308,kom,KOFER USPRAVNI SA 4TOČKA DELSEY TURENNE 70 SILVER,"0,000","0,000"
948310,kom,KOFER SA4TOČKA DELSEY TURENNE 75 CRNI,"0,000","0,000"
948311,kom,KOFER SA 4TOČKA DELSEY TURENNE 75 SILVER,"0,000","0,000"
948312,kom,KOFER SA 4TOČKA DELSEY TURENNE 82 TROL.CRNI,"1,000","1,000"
948314,kom,KOFER SA 4TOČKA DELSEY TURENNE 82 SILVER,"1,000","1,000"
948315,kom,KOFER USPRAVNI SA 4 TOČKA DELSEY MONCEY 55SLIM CRNI,"1,000","1,000"
948316,kom,KOFER USPRAVNI SA 4TOČKA DELSEY MONCEY 55 SLIM CRVENI,"1,000","1,000"
948317,kom,KOFER USPRAVNI SA 4TOČKA DELSEY MONCEY 70 CRNI,"1,000","1,000"
948318,kom,KOFER USPRAVNI SA 4TOČKA DELSEY MONCEY 70 TROLLEY CRVENI,"0,000","0,000"
948319,kom,KOFER USPRAVNI SA 4TOČKA DELSEY MONCEY 82 TROL.CRNI,"1,000","1,000"
948320,kom,KOFER USPRAVNI SA 4TOČKA DELSEY MONCEY 82 TROL CRVENI,"0,000","0,000"
948330,kom,FASCIKLA PENDAFLEKS VISEĆA ASS,"0,000","0,000"
948331,kom,KUTIJA ZA PENDAFLEKS PVC,"0,000","0,000"
948334,kom,KOFER USPRAVNI SA 4 TOČKA TRAVELITE DERBY  L  PETROL084149,"1,000","1,000"
948336,kom,KOFER SA 4 TOČKA NEOPAK M TRAVELITE ANTHRACITE/GREY 090148,"0,000","0,000"
948337,kom,KOFER SA 4 TOČKA NEOPAK L TRAVELITE ANTHRACITE/GREY 090149,"1,000","1,000"
948338,kom,KOFER SA 4TOČKA NEOPAK S TRAVELITE ANTHRACITE/GREY 090147,"0,000","0,000"
